,age,traj,r_goodness,r_quad,r_spray,gar,player,lag1,lag2,threeyr,fcode,include,d,true_gar,cumsum,gar_miss
3383,19,-4,1.13277782,-0.359470411,-1.359932803,-4.586625394,c60,-5.317753946,NA,-4.95218967,1,0,0.731128552,-3,-8.458296004,NA
3384,20,-2.777777778,1.13277782,-0.24963223,0.399334748,-1.495297439,c60,-4.586625394,-5.317753946,-3.79989226,1,0,3.091327955,-1.777777778,-10.3988284,NA
3385,21,-1.777777778,1.13277782,-0.159764627,0.493675832,-0.311088753,c60,-1.495297439,-4.586625394,-2.131003862,1,0,1.184208687,-0.777777778,-8.945393367,-0.311088753
3386,22,-1,1.13277782,-0.089867603,0.847909615,0.890819833,c60,-0.311088753,-1.495297439,-0.305188787,1,0,1.201908585,0,-9.205728067,0.890819833
3387,23,-0.444444444,1.13277782,-0.039941157,-0.419957731,0.228434488,c60,0.890819833,-0.311088753,0.269388523,1,0,-0.662385344,0.555555556,-8.288256678,0.228434488
3388,24,-0.111111111,1.13277782,-0.009985289,-1.533058754,-0.521377334,c60,0.228434488,0.890819833,0.199292329,1,0,-0.749811822,0.888888889,-9.187874188,NA
3389,25,0,1.13277782,0,0.901611469,2.03438929,c60,-0.521377334,0.228434488,0.580482148,1,0,2.555766624,1,-8.233350584,NA
3390,26,-0.112611111,1.13277782,-0.009985289,0.484156618,1.494338037,c60,2.03438929,-0.521377334,1.002449998,1,0,-0.540051252,0.887388889,-7.295004006,1.494338037
3391,27,-0.432444444,1.13277782,-0.039941157,0.310223449,0.970615668,c60,1.494338037,2.03438929,1.499780998,1,0,-0.523722369,0.567555556,-6.195391724,NA
3392,28,-0.9325,1.13277782,-0.089867603,1.705673821,1.816084038,c60,0.970615668,1.494338037,1.427012581,1,0,0.84546837,0.0675,-5.448964689,NA
3393,29,-1.585777778,1.13277782,-0.159764627,-1.154112313,-1.766876898,c60,1.816084038,0.970615668,0.339940936,1,0,-3.582960936,-0.585777778,-6.771939833,NA
3394,30,-2.365277778,1.13277782,-0.24963223,-0.0718082,-1.553940387,c60,-1.766876898,1.816084038,-0.501577749,1,0,0.212936511,-1.365277778,-9.183295125,NA
3395,31,-3.244,1.13277782,-0.359470411,-0.295084233,-2.765776824,c60,-1.553940387,-1.766876898,-2.028864703,1,0,-1.211836436,-2.244,-11.23706271,NA
3396,32,-4.194944444,1.13277782,-0.489279171,-1.256894388,-4.808340183,c60,-2.765776824,-1.553940387,-3.042685798,1,0,-2.042563359,-3.194944444,-15.26061665,NA
3397,33,-5.191111111,1.13277782,-0.639058509,-0.309099164,-5.006490964,c60,-4.808340183,-2.765776824,-4.19353599,1,0,-0.198150781,-4.191111111,-19.01672598,NA
3398,34,-6.2055,1.13277782,-0.808808425,1.385750566,-4.495780038,c60,-5.006490964,-4.808340183,-4.770203728,1,0,0.510710926,-5.2055,-24.06025889,NA
3399,35,-7.211111111,1.13277782,-0.99852892,0.428112137,-6.648750073,c60,-4.495780038,-5.006490964,-5.383673692,1,0,-2.152970035,-6.211111111,-30.01501727,NA
3400,36,-8.180944444,1.13277782,-1.208219993,-0.242584232,-8.498970849,c60,-6.648750073,-4.495780038,-6.547833653,1,0,-1.850220775,-7.180944444,-37.40056013,NA
3401,37,-9.088,1.13277782,-1.437881644,0.090419559,-9.302684265,c60,-8.498970849,-6.648750073,-8.150135062,1,0,-0.803713417,-8.088,-45.38782972,NA
3402,38,-9.905277778,1.13277782,-1.687513874,0.648137763,-9.811876069,c60,-9.302684265,-8.498970849,-9.204510394,1,0,-0.509191804,-8.905277778,-54.46960836,NA
3403,39,-10.60577778,1.13277782,-1.957116682,0.55796609,-10.87215055,c60,-9.811876069,-9.302684265,-9.995570295,1,0,-1.060274481,-9.605777778,-63.69078478,NA
3404,40,-11.1625,1.13277782,-2.246690069,-0.303403693,-12.57981594,c60,-10.87215055,-9.811876069,-11.08794752,1,0,-1.707665391,-10.1625,-73.08733999,NA
3405,18,-5.444444444,0.999305217,-0.023976398,-0.558706894,-5.027822519,d1,NA,NA,-5.027822519,NA,0,NA,-4.444444444,-5.027822519,NA
3406,19,-4,0.999305217,-0.017615313,-1.363463555,-4.38177365,d1,-5.027822519,NA,-4.704798085,1,0,0.646048869,-3,-9.40959617,NA
3407,20,-2.777777778,0.999305217,-0.012232856,-0.39740344,-2.188108857,d1,-4.38177365,-5.027822519,-3.865901676,1,0,2.193664794,-1.777777778,-11.59770503,NA
3408,21,-1.777777778,0.999305217,-0.007829028,-1.675608408,-2.461909996,d1,-2.188108857,-4.38177365,-3.010597501,1,0,-0.27380114,-0.777777778,-14.05961502,NA
3409,22,-1,0.999305217,-0.004403828,0.804646395,0.799547784,d1,-2.461909996,-2.188108857,-1.283490356,1,0,3.26145778,0,-13.26006724,NA
3410,23,-0.444444444,0.999305217,-0.001957257,0.770947209,1.323850724,d1,0.799547784,-2.461909996,-0.112837163,1,0,0.524302941,0.555555556,-11.93621651,NA
3411,24,-0.111111111,0.999305217,-0.000489314,0.077611306,0.965316098,d1,1.323850724,0.799547784,1.029571535,1,0,-0.358534627,0.888888889,-10.97090042,0.965316098
3412,25,0,0.999305217,0,0.187356211,1.186661428,d1,0.965316098,1.323850724,1.158609417,1,0,0.221345331,1,-9.784238989,1.186661428
3413,26,-0.112611111,0.999305217,-0.000489314,-0.025073127,0.861131664,d1,1.186661428,0.965316098,1.00436973,1,0,-0.325529764,0.887388889,-8.923107325,NA
3414,27,-0.432444444,0.999305217,-0.001957257,-1.309320237,-0.744416721,d1,0.861131664,1.186661428,0.434458791,1,0,-1.605548385,0.567555556,-9.667524045,NA
3415,28,-0.9325,0.999305217,-0.004403828,-0.011623728,0.050777661,d1,-0.744416721,0.861131664,0.055830868,1,0,0.795194382,0.0675,-9.616746385,NA
3416,29,-1.585777778,0.999305217,-0.007829028,-1.448546199,-2.042847787,d1,0.050777661,-0.744416721,-0.912162282,1,0,-2.093625448,-0.585777778,-11.65959417,NA
3417,30,-2.365277778,0.999305217,-0.012232856,0.090215616,-1.287989801,d1,-2.042847787,0.050777661,-1.093353309,1,0,0.754857986,-1.365277778,-12.94758397,NA
3418,31,-3.244,0.999305217,-0.017615313,0.59363838,-1.668671716,d1,-1.287989801,-2.042847787,-1.666503101,1,0,-0.380681915,-2.244,-14.61625569,NA
3419,32,-4.194944444,0.999305217,-0.023976398,0.327232675,-2.89238295,d1,-1.668671716,-1.287989801,-1.949681489,1,0,-1.223711235,-3.194944444,-17.50863864,NA
3420,33,-5.191111111,0.999305217,-0.031316112,-0.006795377,-4.229917382,d1,-2.89238295,-1.668671716,-2.930324016,1,0,-1.337534432,-4.191111111,-21.73855602,NA
3421,34,-6.2055,0.999305217,-0.039634454,-0.637970647,-5.883799884,d1,-4.229917382,-2.89238295,-4.335366739,1,0,-1.653882502,-5.2055,-27.6223559,NA
3422,35,-7.211111111,0.999305217,-0.048931425,0.088593384,-6.172143935,d1,-5.883799884,-4.229917382,-5.4286204,1,0,-0.28834405,-6.211111111,-33.79449984,NA
3423,36,-8.180944444,0.999305217,-0.059207024,-0.459829185,-7.700675436,d1,-6.172143935,-5.883799884,-6.585539752,1,0,-1.528531502,-7.180944444,-41.49517528,NA
3424,37,-9.088,0.999305217,-0.070461251,-0.400000026,-8.559156061,d1,-7.700675436,-6.172143935,-7.477325144,1,0,-0.858480624,-8.088,-50.05433134,NA
3425,38,-9.905277778,0.999305217,-0.082694108,0.094641222,-8.894025446,d1,-8.559156061,-7.700675436,-8.384618981,1,0,-0.334869385,-8.905277778,-58.94835678,NA
3426,39,-10.60577778,0.999305217,-0.095905592,-0.204024125,-9.906402277,d1,-8.894025446,-8.559156061,-9.119861261,1,0,-1.012376832,-9.605777778,-68.85475906,NA
3427,40,-11.1625,0.999305217,-0.110095705,0.025840812,-10.24744968,d1,-9.906402277,-8.894025446,-9.6826258,1,0,-0.341047399,-10.1625,-79.10220874,NA
3428,18,-5.444444444,0.831000904,0.326065619,2.821933222,-1.465444699,d3,NA,NA,-1.465444699,NA,0,NA,-4.444444444,-4.625549796,NA
3429,19,-4,0.831000904,0.239558414,1.383590913,-1.545849769,d3,-1.465444699,NA,-1.505647234,1,0,-0.08040507,-3,-5.992695546,-1.545849769
3430,20,-2.777777778,0.831000904,0.16636001,0.826189179,-0.954227686,d3,-1.545849769,-1.465444699,-1.321840718,1,0,0.591622084,-1.777777778,-8.757106483,NA
3431,21,-1.777777778,0.831000904,0.106470406,0.312329101,-0.527977367,d3,-0.954227686,-1.545849769,-1.009351607,1,0,0.426250319,-0.777777778,-9.621306363,NA
3432,22,-1,0.831000904,0.059889604,2.105024297,1.995914804,d3,-0.527977367,-0.954227686,0.171236584,1,0,2.52389217,0,-7.245165022,1.995914804
3433,23,-0.444444444,0.831000904,0.026617602,-0.702962839,-0.289788778,d3,1.995914804,-0.527977367,0.39271622,1,0,-2.285703582,0.555555556,-5.735424743,-0.289788778
3434,24,-0.111111111,0.831000904,0.0066544,0.048953343,0.775497536,d3,-0.289788778,1.995914804,0.827207854,1,0,1.065286315,0.888888889,-5.178576206,0.775497536
3435,25,0,0.831000904,0,0.36388676,1.194887664,d3,0.775497536,-0.289788778,0.560198807,1,0,0.419390127,1,-3.753351727,1.194887664
3436,26,-0.112611111,0.831000904,0.0066544,0.724539245,1.449583438,d3,1.194887664,0.775497536,1.139989546,1,0,0.254695775,0.887388889,-2.789823898,1.449583438
3437,27,-0.432444444,0.831000904,0.026617602,-0.185146655,0.240027406,d3,1.449583438,1.194887664,0.961499503,1,0,-1.209556033,0.567555556,-2.183776586,0.240027406
3438,28,-0.9325,0.831000904,0.059889604,-0.452086091,-0.493695583,d3,0.240027406,1.449583438,0.39863842,1,0,-0.733722989,0.0675,-0.897981349,-0.493695583
3439,29,-1.585777778,0.831000904,0.106470406,-0.717782438,-1.366088906,d3,-0.493695583,0.240027406,-0.539919028,1,0,-0.872393323,-0.585777778,-2.168641049,-1.366088906
3440,30,-2.365277778,0.831000904,0.16636001,-1.04959019,-2.417507054,d3,-1.366088906,-0.493695583,-1.425763848,1,0,-1.051418148,-1.365277778,-4.266164442,-2.417507054
3441,31,-3.244,0.831000904,0.239558414,-0.646639737,-2.820080419,d3,-2.417507054,-1.366088906,-2.20122546,1,0,-0.402573365,-2.244,-7.175161242,NA
3442,32,-4.194944444,0.831000904,0.326065619,-0.752814924,-3.790692846,d3,-2.820080419,-2.417507054,-3.009426773,1,0,-0.970612427,-3.194944444,-10.34994861,NA
3443,33,-5.191111111,0.831000904,0.425881625,-0.407405464,-4.341634046,d3,-3.790692846,-2.820080419,-3.650802437,1,0,-0.550941201,-4.191111111,-15.25111145,NA
3444,34,-6.2055,0.831000904,0.539006432,-0.022524702,-4.858017366,d3,-4.341634046,-3.790692846,-4.330114753,1,0,-0.51638332,-5.2055,-20.68880667,NA
3445,35,-7.211111111,0.831000904,0.66544004,0.071345188,-5.643324979,d3,-4.858017366,-4.341634046,-4.947658797,1,0,-0.785307613,-6.211111111,-26.08759366,NA
3446,36,-8.180944444,0.831000904,0.805182448,0.107480464,-6.437280629,d3,-5.643324979,-4.858017366,-5.646207658,1,0,-0.793955649,-7.180944444,-32.57799898,NA
3447,37,-9.088,0.831000904,0.958233657,0.758776128,-6.539989311,d3,-6.437280629,-5.643324979,-6.206864973,1,0,-0.102708683,-8.088,-40.51604745,NA
3448,38,-9.905277778,0.831000904,1.124593667,0.385085051,-7.564598156,d3,-6.539989311,-6.437280629,-6.847289365,1,0,-1.024608845,-8.905277778,-50.49154679,NA
3449,39,-10.60577778,0.831000904,1.304262478,0.38072603,-8.089788366,d3,-7.564598156,-6.539989311,-7.398125278,1,0,-0.52519021,-9.605777778,-60.15285984,NA
3450,40,-11.1625,0.831000904,1.49724009,0.529398975,-8.304860031,d3,-8.089788366,-7.564598156,-7.986415518,1,0,-0.215071665,-10.1625,-70.97852952,NA
3451,18,-5.444444444,0.761348396,0.087182676,0.52878243,-4.067130941,d4,NA,NA,-4.067130941,NA,0,NA,-4.444444444,-3.060553922,NA
3452,19,-4,0.761348396,0.064052579,-0.457990511,-3.632589536,d4,-4.067130941,NA,-3.849860239,1,0,0.434541405,-3,-4.658928214,-3.632589536
3453,20,-2.777777778,0.761348396,0.044480957,0.346565578,-1.625382846,d4,-3.632589536,-4.067130941,-3.108367774,1,0,2.00720669,-1.777777778,-7.813262871,NA
3454,21,-1.777777778,0.761348396,0.028467813,2.067235569,1.079274,d4,-1.625382846,-3.632589536,-1.392899461,1,0,2.704656846,-0.777777778,-9.887698565,1.079274
3455,22,-1,0.761348396,0.016013145,-0.910693845,-1.133332304,d4,1.079274,-1.625382846,-0.559813717,1,0,-2.212606305,0,-9.110744495,-1.133332304
3456,23,-0.444444444,0.761348396,0.007116953,3.396978184,3.720999089,d4,-1.133332304,1.079274,1.222313595,1,0,4.854331394,0.555555556,-7.617128726,3.720999089
3457,24,-0.111111111,0.761348396,0.001779238,-1.304782565,-0.652766041,d4,3.720999089,-1.133332304,0.644966915,1,0,-4.373765131,0.888888889,-5.298993601,-0.652766041
3458,25,0,0.761348396,0,1.468771416,2.230119812,d4,-0.652766041,3.720999089,1.76611762,1,0,2.882885853,1,-4.030809135,2.230119812
3459,26,-0.112611111,0.761348396,0.001779238,0.09455211,0.745068633,d4,2.230119812,-0.652766041,0.774140801,1,0,-1.485051179,0.887388889,-4.272139112,0.745068633
3460,27,-0.432444444,0.761348396,0.007116953,0.089455918,0.425476823,d4,0.745068633,2.230119812,1.133555089,1,0,-0.31959181,0.567555556,-3.918782825,0.425476823
3461,28,-0.9325,0.761348396,0.016013145,-0.174537495,-0.329675954,d4,0.425476823,0.745068633,0.280289834,1,0,-0.755152777,0.0675,-4.02469309,NA
3462,29,-1.585777778,0.761348396,0.028467813,1.263418022,0.467456453,d4,-0.329675954,0.425476823,0.187752441,1,0,0.797132406,-0.585777778,-5.07574993,NA
3463,30,-2.365277778,0.761348396,0.044480957,-0.328003905,-1.887452329,d4,0.467456453,-0.329675954,-0.583223943,1,0,-2.354908782,-1.365277778,-6.329871995,NA
3464,31,-3.244,0.761348396,0.064052579,-0.195866164,-2.614465189,d4,-1.887452329,0.467456453,-1.344820355,1,0,-0.72701286,-2.244,-8.384280225,NA
3465,32,-4.194944444,0.761348396,0.087182676,0.293968448,-3.052444924,d4,-2.614465189,-1.887452329,-2.518120814,1,0,-0.437979735,-3.194944444,-11.7395076,NA
3466,33,-5.191111111,0.761348396,0.113871251,-1.020726891,-5.336618355,d4,-3.052444924,-2.614465189,-3.667842822,1,0,-2.284173431,-4.191111111,-14.55064305,NA
3467,34,-6.2055,0.761348396,0.144118302,-0.744803698,-6.044837,d4,-5.336618355,-3.052444924,-4.811300093,1,0,-0.708218645,-5.2055,-19.08747822,NA
3468,35,-7.211111111,0.761348396,0.177923829,1.012419357,-5.259419528,d4,-6.044837,-5.336618355,-5.546958294,1,0,0.785417472,-6.211111111,-24.68952101,NA
3469,36,-8.180944444,0.761348396,0.215287834,0.510678403,-6.693629811,d4,-5.259419528,-6.044837,-5.999295446,1,0,-1.434210283,-7.180944444,-31.50345515,NA
3470,37,-9.088,0.761348396,0.256210314,0.415063504,-7.655377785,d4,-6.693629811,-5.259419528,-6.536142375,1,0,-0.961747974,-8.088,-39.2391873,NA
3471,38,-9.905277778,0.761348396,0.300691272,0.300535361,-8.542702748,d4,-7.655377785,-6.693629811,-7.630570115,1,0,-0.887324963,-8.905277778,-48.92933916,NA
3472,39,-10.60577778,0.761348396,0.348730706,-0.021081259,-9.516779934,d4,-8.542702748,-7.655377785,-8.571620156,1,0,-0.974077186,-9.605777778,-59.90899394,NA
3473,40,-11.1625,0.761348396,0.400328616,-0.548363887,-10.54918687,d4,-9.516779934,-8.542702748,-9.536223186,1,0,-1.03240694,-10.1625,-70.4090634,NA
3474,18,-5.444444444,0.846315824,-0.088913994,1.342683318,-3.344359297,d5,NA,NA,-3.344359297,NA,0,NA,-4.444444444,-4.218295431,NA
3475,19,-4,0.846315824,-0.065324567,-0.319958702,-3.538967446,d5,-3.344359297,NA,-3.441663371,1,0,-0.194608149,-3,-8.023713578,-3.538967446
3476,20,-2.777777778,0.846315824,-0.045364283,0.543469878,-1.433356359,d5,-3.538967446,-3.344359297,-2.7722277,1,0,2.105611087,-1.777777778,-10.22050538,NA
3477,21,-1.777777778,0.846315824,-0.029033141,-2.194448037,-3.154943132,d5,-1.433356359,-3.538967446,-2.709088979,1,0,-1.721586773,-0.777777778,-10.23958002,NA
3478,22,-1,0.846315824,-0.016331142,0.935400417,0.765385099,d5,-3.154943132,-1.433356359,-1.274304797,1,0,3.920328231,0,-11.82763476,NA
3479,23,-0.444444444,0.846315824,-0.007258285,-0.047785942,0.346827152,d5,0.765385099,-3.154943132,-0.680910294,1,0,-0.418557947,0.555555556,-9.993756758,0.346827152
3480,24,-0.111111111,0.846315824,-0.001814571,-2.0935261,-1.360135958,d5,0.346827152,0.765385099,-0.082641236,1,0,-1.70696311,0.888888889,-9.95901934,NA
3481,25,0,0.846315824,0,-0.320860202,0.525455622,d5,-1.360135958,0.346827152,-0.162617728,1,0,1.88559158,1,-7.940018961,0.525455622
3482,26,-0.112611111,0.846315824,-0.001814571,0.93446233,1.666352471,d5,0.525455622,-1.360135958,0.277224045,1,0,1.14089685,0.887388889,-6.587722453,NA
3483,27,-0.432444444,0.846315824,-0.007258285,-1.562484841,-1.155871747,d5,1.666352471,0.525455622,0.345312115,1,0,-2.822224218,0.567555556,-4.819954362,-1.155871747
3484,28,-0.9325,0.846315824,-0.016331142,-0.422347017,-0.524862335,d5,-1.155871747,1.666352471,-0.00479387,1,0,0.631009411,0.0675,-4.886124075,NA
3485,29,-1.585777778,0.846315824,-0.029033141,-1.110496977,-1.878992072,d5,-0.524862335,-1.155871747,-1.186575385,1,0,-1.354129737,-0.585777778,-5.594334515,NA
3486,30,-2.365277778,0.846315824,-0.045364283,0.087379739,-1.476946497,d5,-1.878992072,-0.524862335,-1.293600302,1,0,0.402045575,-1.365277778,-5.074083181,NA
3487,31,-3.244,0.846315824,-0.065324567,0.044955051,-2.418053692,d5,-1.476946497,-1.878992072,-1.924664087,1,0,-0.941107195,-2.244,-7.935990657,NA
3488,32,-4.194944444,0.846315824,-0.088913994,0.175576318,-3.261966297,d5,-2.418053692,-1.476946497,-2.385655496,1,0,-0.843912605,-3.194944444,-11.75864895,NA
3489,33,-5.191111111,0.846315824,-0.116132564,1.21595118,-3.244976672,d5,-3.261966297,-2.418053692,-2.974998887,1,0,0.016989625,-4.191111111,-15.5171481,NA
3490,34,-6.2055,0.846315824,-0.146980276,0.622203888,-4.883960565,d5,-3.244976672,-3.261966297,-3.796967845,1,0,-1.638983893,-5.2055,-19.69189597,NA
3491,35,-7.211111111,0.846315824,-0.181457131,-0.468061611,-7.01431403,d5,-4.883960565,-3.244976672,-5.047750422,1,0,-2.130353465,-6.211111111,-25.50397418,NA
3492,36,-8.180944444,0.846315824,-0.219563129,0.874523089,-6.679668661,d5,-7.01431403,-4.883960565,-6.192647752,1,0,0.334645369,-7.180944444,-32.59160115,NA
3493,37,-9.088,0.846315824,-0.261298269,0.877995383,-7.624987063,d5,-6.679668661,-7.01431403,-7.106323251,1,0,-0.945318402,-8.088,-40.16541469,NA
3494,38,-9.905277778,0.846315824,-0.306662552,0.871989463,-8.493635043,d5,-7.624987063,-6.679668661,-7.599430255,1,0,-0.868647981,-8.905277778,-48.93913739,NA
3495,39,-10.60577778,0.846315824,-0.355655977,0.595328239,-9.519789693,d5,-8.493635043,-7.624987063,-8.546137266,1,0,-1.026154649,-9.605777778,-56.69608073,NA
3496,40,-11.1625,0.846315824,-0.408278546,-0.80303751,-11.52750023,d5,-9.519789693,-8.493635043,-9.846974989,1,0,-2.007710539,-10.1625,-66.82968114,NA
3497,18,-5.444444444,1.214343179,-0.130188464,-0.038513682,-4.398803412,d6,NA,NA,-4.398803412,NA,0,NA,-4.444444444,-5.871291018,NA
3498,19,-4,1.214343179,-0.095648667,-1.413133177,-4.294438666,d6,-4.398803412,NA,-4.346621039,1,0,0.104364746,-3,-7.918029864,NA
3499,20,-2.777777778,1.214343179,-0.066422686,1.227088689,-0.402768595,d6,-4.294438666,-4.398803412,-3.032003558,1,0,3.891670071,-1.777777778,-9.912183623,NA
3500,21,-1.777777778,1.214343179,-0.042510519,-1.183128902,-1.78907402,d6,-0.402768595,-4.294438666,-2.16209376,1,0,-1.386305424,-0.777777778,-9.238991283,-1.78907402
3501,22,-1,1.214343179,-0.023912167,1.399095229,1.589526241,d6,-1.78907402,-0.402768595,-0.200772125,1,0,3.37860026,0,-10.97214544,NA
3502,23,-0.444444444,1.214343179,-0.01062763,-0.974239556,-0.214968452,d6,1.589526241,-1.78907402,-0.138172077,1,0,-1.804494693,0.555555556,-11.66834003,NA
3503,24,-0.111111111,1.214343179,-0.002656907,-0.542367611,0.558207549,d6,-0.214968452,1.589526241,0.644255113,1,0,0.773176001,0.888888889,-10.53660961,NA
3504,25,0,1.214343179,0,0.214591131,1.42893431,d6,0.558207549,-0.214968452,0.590724469,1,0,0.87072676,1,-9.539854229,1.42893431
3505,26,-0.112611111,1.214343179,-0.002656907,-0.861130842,0.237944318,d6,1.42893431,0.558207549,0.741695392,1,0,-1.190989992,0.887388889,-9.072210204,NA
3506,27,-0.432444444,1.214343179,-0.01062763,1.334913465,2.10618457,d6,0.237944318,1.42893431,1.257687732,1,0,1.868240252,0.567555556,-8.068082188,NA
3507,28,-0.9325,1.214343179,-0.023912167,-1.039231587,-0.781300575,d6,2.10618457,0.237944318,0.520942771,1,0,-2.887485145,0.0675,-6.578907114,NA
3508,29,-1.585777778,1.214343179,-0.042510519,1.054773202,0.640828084,d6,-0.781300575,2.10618457,0.65523736,1,0,1.42212866,-0.585777778,-8.801147532,NA
3509,30,-2.365277778,1.214343179,-0.066422686,-0.215266243,-1.432623528,d6,0.640828084,-0.781300575,-0.52436534,1,0,-2.073451612,-1.365277778,-10.39574757,NA
3510,31,-3.244,1.214343179,-0.095648667,-0.269969769,-2.395275258,d6,-1.432623528,0.640828084,-1.0623569,1,0,-0.96265173,-2.244,-12.91428355,NA
3511,32,-4.194944444,1.214343179,-0.130188464,-0.731218187,-3.842007916,d6,-2.395275258,-1.432623528,-2.556635567,1,0,-1.446732659,-3.194944444,-15.84594425,NA
3512,33,-5.191111111,1.214343179,-0.170042075,0.173631965,-3.973178043,d6,-3.842007916,-2.395275258,-3.403487072,1,0,-0.131170126,-4.191111111,-19.83630178,NA
3513,34,-6.2055,1.214343179,-0.215209501,1.000947153,-4.205419169,d6,-3.973178043,-3.842007916,-4.006868376,1,0,-0.232241127,-5.2055,-24.84833518,NA
3514,35,-7.211111111,1.214343179,-0.265690742,-0.772252676,-7.034711351,d6,-4.205419169,-3.973178043,-5.071102854,1,0,-2.829292181,-6.211111111,-30.9650506,NA
3515,36,-8.180944444,1.214343179,-0.321485798,-0.193133301,-7.481220365,d6,-7.034711351,-4.205419169,-6.240450295,1,0,-0.446509014,-7.180944444,-37.67970261,NA
3516,37,-9.088,1.214343179,-0.382594669,-0.903050126,-9.159301617,d6,-7.481220365,-7.034711351,-7.891744444,1,0,-1.678081252,-8.088,-45.28785264,NA
3517,38,-9.905277778,1.214343179,-0.449017355,0.235320712,-8.904631241,d6,-9.159301617,-7.481220365,-8.515051074,1,0,0.254670375,-8.905277778,-52.13558908,NA
3518,39,-10.60577778,1.214343179,-0.520753855,-0.607657927,-10.51984638,d6,-8.904631241,-9.159301617,-9.527926413,1,0,-1.615215139,-9.605777778,-60.937352,NA
3519,40,-11.1625,1.214343179,-0.59780417,-1.033304159,-11.57926515,d6,-10.51984638,-8.904631241,-10.33458092,1,0,-1.05941877,-10.1625,-69.04720675,NA
3520,18,-5.444444444,0.505468856,-0.313102125,-1.984090654,-7.236168368,d7,NA,NA,-7.236168368,NA,0,NA,-4.444444444,-3.278747105,-7.236168368
3521,19,-4,0.505468856,-0.230034214,-1.124881324,-4.849446683,d7,-7.236168368,NA,-6.042807525,1,0,2.386721685,-3,-5.107226191,-4.849446683
3522,20,-2.777777778,0.505468856,-0.159745982,-0.505527191,-2.937582095,d7,-4.849446683,-7.236168368,-5.007732382,1,0,1.911864588,-1.777777778,-6.508319558,-2.937582095
3523,21,-1.777777778,0.505468856,-0.102237429,-1.05695362,-2.43149997,d7,-2.937582095,-4.849446683,-3.406176249,1,0,0.506082124,-0.777777778,-6.287612113,-2.43149997
3524,22,-1,0.505468856,-0.057508554,0.911575182,0.359535485,d7,-2.43149997,-2.937582095,-1.66984886,1,0,2.791035455,0,-7.072574804,0.359535485
3525,23,-0.444444444,0.505468856,-0.025559357,-1.02829361,-0.992828555,d7,0.359535485,-2.43149997,-1.02159768,1,0,-1.35236404,0.555555556,-4.573428921,-0.992828555
3526,24,-0.111111111,0.505468856,-0.006389839,1.521187083,1.909154989,d7,-0.992828555,0.359535485,0.425287306,1,0,2.901983544,0.888888889,-2.294394768,1.909154989
3527,25,0,0.505468856,0,-0.50170117,0.003767686,d7,1.909154989,-0.992828555,0.30669804,1,0,-1.905387303,1,-0.326506308,0.003767686
3528,26,-0.112611111,0.505468856,-0.006389839,0.093659041,0.480126947,d7,0.003767686,1.909154989,0.797683207,1,0,0.47635926,0.887388889,1.771724329,0.480126947
3529,27,-0.432444444,0.505468856,-0.025559357,0.015046521,0.062511575,d7,0.480126947,0.003767686,0.182135403,1,0,-0.417615371,0.567555556,5.725585475,0.062511575
3530,28,-0.9325,0.505468856,-0.057508554,-0.484245731,-0.968785428,d7,0.062511575,0.480126947,-0.142048969,1,0,-1.031297004,0.0675,7.077615763,-0.968785428
3531,29,-1.585777778,0.505468856,-0.102237429,0.475914525,-0.706631825,d7,-0.968785428,0.062511575,-0.537635226,1,0,0.262153603,-0.585777778,7.996401947,-0.706631825
3532,30,-2.365277778,0.505468856,-0.159745982,-1.64934016,-3.668895064,d7,-0.706631825,-0.968785428,-1.781437439,1,0,-2.962263239,-1.365277778,7.324166265,-3.668895064
3533,31,-3.244,0.505468856,-0.230034214,1.397155776,-1.571409582,d7,-3.668895064,-0.706631825,-1.982312157,1,0,2.097485482,-2.244,7.025789469,-1.571409582
3534,32,-4.194944444,0.505468856,-0.313102125,-0.253304598,-4.255882312,d7,-1.571409582,-3.668895064,-3.165395652,1,0,-2.68447273,-3.194944444,5.467589613,-4.255882312
3535,33,-5.191111111,0.505468856,-0.408949714,-0.515194851,-5.609786821,d7,-4.255882312,-1.571409582,-3.812359571,1,0,-1.353904509,-4.191111111,2.266860705,-5.609786821
3536,34,-6.2055,0.505468856,-0.517576982,-0.380397983,-6.598006109,d7,-5.609786821,-4.255882312,-5.487891747,1,0,-0.988219289,-5.2055,-3.758545578,-6.598006109
3537,35,-7.211111111,0.505468856,-0.638983928,0.466858663,-6.877767521,d7,-6.598006109,-5.609786821,-6.361853483,1,0,-0.279761411,-6.211111111,-9.87123174,-6.877767521
3538,36,-8.180944444,0.505468856,-0.773170553,-0.436368043,-8.885014185,d7,-6.877767521,-6.598006109,-7.453595938,1,0,-2.007246664,-7.180944444,-17.10681693,-8.885014185
3539,37,-9.088,0.505468856,-0.920136857,-0.712469893,-10.21513789,d7,-8.885014185,-6.877767521,-8.659306533,1,0,-1.330123709,-8.088,-25.47407858,-10.21513789
3540,38,-9.905277778,0.505468856,-1.079882839,-0.445759964,-10.92545172,d7,-10.21513789,-8.885014185,-10.0085346,1,0,-0.710313831,-8.905277778,-35.4827548,NA
3541,39,-10.60577778,0.505468856,-1.252408499,-0.331907442,-11.68462486,d7,-10.92545172,-10.21513789,-10.94173816,1,0,-0.759173138,-9.605777778,-46.15554911,NA
